"countryIsoCode","country","year","Carbon dioxide emissions per capita (production) (tonnes)","Coefficient of human inequality","Gender Inequality Index (value)","Inequality in eduation","Inequality in income","Inequality in life expectancy","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Material footprint per capita (tonnes)","Maternal Mortality Ratio (deaths per 100,000 live births)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)"
"ESP","Spain","2000",7.611,NA,0.129,NA,NA,NA,40.7,65.58,19.079,5.038,25.944,74.056
"ESP","Spain","2001",7.611,NA,0.134,NA,NA,NA,39.56,65.34,20.04,5.01,26.601,73.399
"ESP","Spain","2002",8.003,NA,0.131,NA,NA,NA,42.12,66.03,21.177,4.865,26.601,73.399
"ESP","Spain","2003",7.964,NA,0.132,NA,NA,NA,43.62,66.79,22.894,4.945,26.601,73.399
"ESP","Spain","2004",8.217,NA,0.123,NA,NA,NA,45.01,67.19,23.614,4.553,30.542,69.458
"ESP","Spain","2005",8.432,NA,0.124,NA,NA,NA,46.49,68.11,26.007,4.489,30.542,69.458
"ESP","Spain","2006",8.096,NA,0.125,NA,NA,NA,47.91,68.36,25.984,4.304,30.542,69.458
"ESP","Spain","2007",8.12,NA,0.128,NA,NA,NA,48.96,68.53,26.204,4.162,30.87,69.13
"ESP","Spain","2008",7.307,NA,0.122,NA,NA,NA,50.35,68.69,23.24,4.002,33.605,66.395
"ESP","Spain","2009",6.395,NA,0.112,NA,NA,NA,51.45,67.82,17.905,4.1,34.095,65.905
"ESP","Spain","2010",6.075,NA,0.105,NA,18.889,3.429,52.16,67.34,16.596,3.919,34.095,65.905
"ESP","Spain","2011",6.073,NA,0.095,NA,20.896,3.357,52.82,66.82,14.968,4.071,34.91,65.09
"ESP","Spain","2012",5.947,NA,0.089,NA,20.896,3.253,53.44,66.32,12.528,4.059,35.227,64.773
"ESP","Spain","2013",5.406,NA,0.084,NA,20.896,3.039,53.39,65.62,14.057,4.118,35.227,64.773
"ESP","Spain","2014",5.47,14.978,0.079,19.141,22.672,3.122,53.11,65.04,14.282,4.006,37.013,62.987
"ESP","Spain","2015",5.832,14.988,0.074,19.326,22.672,2.967,53.12,64.82,13.832,3.881,37.987,62.013
"ESP","Spain","2016",5.587,14.793,0.07,18.715,22.672,2.991,53.04,64.27,12.949,3.83,38.636,61.364
"ESP","Spain","2017",5.873,14.085,0.068,17.079,22.189,2.986,52.63,63.89,12.136,3.971,38.636,61.364
"ESP","Spain","2018",5.74,13.376,0.062,16.87,20.298,2.962,52.42,63.72,13.1,4.054,38.636,61.364
"ESP","Spain","2019",5.318,13.246,0.056,16.467,20.333,2.939,52.69,63.43,11.972,3.168,41.857,58.143
"ESP","Spain","2020",4.51,12.887,0.056,15.732,20.06,2.867,51.62,62.08,12.449,3.441,41.857,58.143
"ESP","Spain","2021",4.849,13.359,0.057,16.091,21.103,2.883,53.1,62.7,13.419,3.441,42.276,57.724
"ESP","Spain","2022",4.849,12.263,0.059,14.963,19.182,2.644,53.19,62.86,13.279,3.441,41.368,58.632
"EST","Estonia","1990",23.506,NA,0.389,NA,NA,NA,66.46,81.66,NA,42.007,10.891,89.109
"EST","Estonia","1991",21.811,NA,0.382,NA,NA,NA,64.77,80.61,NA,38.816,10.891,89.109
"EST","Estonia","1992",15.854,NA,0.383,NA,NA,NA,61.72,78.82,8.796,41.159,10.891,89.109
"EST","Estonia","1993",12.921,NA,0.37,NA,NA,NA,59.8,76.38,8.784,38.922,10.891,89.109
"EST","Estonia","1994",13.583,NA,0.372,NA,NA,NA,59.46,76.12,8.251,43.456,10.891,89.109
"EST","Estonia","1995",12.432,NA,0.357,NA,NA,NA,58.07,74.01,6.947,38.144,10.891,89.109
"EST","Estonia","1996",13.274,NA,0.346,NA,NA,NA,57.89,72.69,7.387,35.547,10.891,89.109
"EST","Estonia","1997",13.143,NA,0.327,NA,NA,NA,57.76,71.4,8.287,31.712,10.891,89.109
"EST","Estonia","1998",12.005,NA,0.326,NA,NA,NA,52.43,68.92,9.154,33.159,10.891,89.109
"EST","Estonia","1999",11.356,NA,0.28,NA,NA,NA,51.47,66.8,9.55,28.719,17.822,82.178
"EST","Estonia","2000",11.083,NA,0.269,NA,NA,NA,49.89,64.44,10.788,24.85,17.822,82.178
"EST","Estonia","2001",11.442,NA,0.254,NA,NA,NA,51.91,65.07,11.455,22.343,17.822,82.178
"EST","Estonia","2002",11.144,NA,0.243,NA,NA,NA,51.07,64.19,13.434,20.451,17.822,82.178
"EST","Estonia","2003",12.595,NA,0.229,NA,NA,NA,52.14,66.17,16.734,18.531,18.812,81.188
"EST","Estonia","2004",12.718,NA,0.212,NA,NA,NA,53.12,65.22,18.918,15.062,18.812,81.188
"EST","Estonia","2005",12.621,NA,0.2,NA,NA,NA,53.43,64.15,19.228,13.021,18.812,81.188
"EST","Estonia","2006",12.211,NA,0.192,NA,NA,NA,54.65,67.34,24.798,10.906,18.812,81.188
"EST","Estonia","2007",14.876,NA,0.196,NA,NA,NA,53.95,68.06,29.037,11.134,20.792,79.208
"EST","Estonia","2008",13.33,NA,0.185,NA,NA,NA,54.71,68.48,24.995,9.99,20.792,79.208
"EST","Estonia","2009",10.803,NA,0.172,NA,NA,NA,54.65,67.69,17.156,9.04,22.772,77.228
"EST","Estonia","2010",14.251,7.589,0.159,2.575,15.276,4.915,55.01,66.77,17.102,8.112,22.772,77.228
"EST","Estonia","2011",14.281,7.964,0.161,2.516,17.022,4.355,55.63,67.95,18.612,7.619,19.802,80.198
"EST","Estonia","2012",13.436,8.008,0.154,2.43,17.022,4.573,55.35,68.29,20.276,7.552,20.792,79.208
"EST","Estonia","2013",14.917,7.753,0.154,2.334,17.022,3.904,55.31,68.28,22.646,7.119,20.792,79.208
"EST","Estonia","2014",14.323,8.759,0.156,2.386,19.771,4.119,54.54,68.75,20.575,6.538,19,81
"EST","Estonia","2015",12.037,8.716,0.13,2.469,19.771,3.909,55.86,69.36,22.28,6.123,23.762,76.238
"EST","Estonia","2016",13.29,8.627,0.12,2.312,19.771,3.797,56.29,70.37,23.76,5.81,23.762,76.238
"EST","Estonia","2017",14.222,7.169,0.106,2.244,15.565,3.697,57.02,71.25,25.587,5.605,26.733,73.267
"EST","Estonia","2018",13.527,6.717,0.103,2.281,14.606,3.264,57.36,71.16,24.327,5.368,26.733,73.267
"EST","Estonia","2019",9.287,6.587,0.092,2.079,14.617,3.066,57.59,70.5,21.841,5.065,29.703,70.297
"EST","Estonia","2020",6.949,6.694,0.095,2.027,15.003,3.051,57.51,70.53,25.808,5.18,28.713,71.287
"EST","Estonia","2021",7.842,6.667,0.099,1.984,15.09,2.926,58.29,69.9,26.95,5.18,25.743,74.257
"EST","Estonia","2022",7.842,6.913,0.093,1.906,15.674,3.159,60.63,71.38,27.294,5.18,25.743,74.257
"FIN","Finland","1990",11.414,NA,0.105,NA,NA,NA,64.75,74.85,33.055,6.548,33.5,66.5
"FIN","Finland","1991",11.007,NA,0.102,NA,NA,NA,63.49,73.14,27.559,6.294,33.5,66.5
"FIN","Finland","1992",10.762,NA,0.098,NA,NA,NA,62.15,71.51,30.327,6.542,33.5,66.5
"FIN","Finland","1993",11.115,NA,0.093,NA,NA,NA,61.28,70.62,26.638,6.298,33.5,66.5
"FIN","Finland","1994",12.132,NA,0.091,NA,NA,NA,60.47,69.77,29.289,6.099,33.5,66.5
"FIN","Finland","1995",11.378,NA,0.093,NA,NA,NA,53.59,63.01,28.363,6.34,33.5,66.5
"FIN","Finland","1996",12.495,NA,0.099,NA,NA,NA,54.6,64.5,25.957,6.449,33.5,66.5
"FIN","Finland","1997",12.198,NA,0.089,NA,NA,NA,54.86,65.87,25.567,7.043,33.5,66.5
"FIN","Finland","1998",11.517,NA,0.088,NA,NA,NA,55.13,65.85,25.878,6.803,33.5,66.5
"FIN","Finland","1999",11.396,NA,0.084,NA,NA,NA,58.13,68.21,32.83,6.855,37,63
"FIN","Finland","2000",11.014,NA,0.088,NA,NA,NA,56.25,68.51,31.293,7.459,36.5,63.5
"FIN","Finland","2001",12.05,NA,0.09,NA,NA,NA,58.53,68.42,36.942,7.291,36.5,63.5
"FIN","Finland","2002",12.506,NA,0.094,NA,NA,NA,58.71,68.07,37.355,7.355,36.5,63.5
"FIN","Finland","2003",13.937,NA,0.09,NA,NA,NA,58.29,67.71,41.362,7.007,37.5,62.5
"FIN","Finland","2004",13.186,NA,0.088,NA,NA,NA,57.8,66.72,40.497,7.263,37.5,62.5
"FIN","Finland","2005",10.874,NA,0.085,NA,NA,NA,56.77,65,40.424,7.738,37.5,62.5
"FIN","Finland","2006",12.983,NA,0.079,NA,NA,NA,57.07,65.28,39.202,6.688,38,62
"FIN","Finland","2007",12.623,NA,0.072,NA,NA,NA,57.37,65.37,39.253,7.045,41.5,58.5
"FIN","Finland","2008",11.033,NA,0.071,NA,NA,NA,57.39,65.85,40.139,6.986,41.5,58.5
"FIN","Finland","2009",10.472,NA,0.071,NA,NA,NA,56.96,64.25,34.524,7.341,40,60
"FIN","Finland","2010",11.948,6.021,0.071,2.398,12.273,3.393,56.02,64.14,34.854,7.024,40,60
"FIN","Finland","2011",10.512,5.907,0.066,2.401,11.945,3.375,55.8,64.27,34.963,6.752,42.5,57.5
"FIN","Finland","2012",9.447,5.901,0.064,2.393,11.945,3.364,55.98,63.74,34.272,7.32,42.5,57.5
"FIN","Finland","2013",9.508,5.733,0.062,2.367,11.945,2.887,55.53,62.96,32.592,7.459,42.5,57.5
"FIN","Finland","2014",8.719,5.656,0.061,2.353,11.509,3.105,55.48,62.61,32.646,6.8,42.5,57.5
"FIN","Finland","2015",8.064,5.512,0.054,2.311,11.509,2.716,55.61,62.46,30.69,7.261,41.5,58.5
"FIN","Finland","2016",8.598,5.55,0.048,2.256,11.509,2.886,55,62.41,35.092,7.814,41.5,58.5
"FIN","Finland","2017",8.107,5.573,0.042,2.274,11.45,2.995,55.2,62.75,33.295,7.29,42,58
"FIN","Finland","2018",8.291,5.637,0.037,2.234,11.696,2.98,55.89,63.17,36.001,7.674,42,58
"FIN","Finland","2019",7.689,5.632,0.031,2.187,11.695,3.014,55.8,63.22,32.476,8.534,47,53
"FIN","Finland","2020",6.824,5.695,0.032,2.178,12.027,2.879,55.26,62.98,32.74,8.339,46,54
"FIN","Finland","2021",6.855,5.45,0.033,2.16,11.415,2.774,56.68,64.25,33.474,8.339,46,54
"FIN","Finland","2022",6.855,5.838,0.032,2.141,12.752,2.622,58.17,64.18,33.866,8.339,45.5,54.5
"FRA","France","1990",6.974,NA,0.235,NA,NA,NA,46.7,64.54,18.977,14.426,9.02,90.98
"FRA","France","1991",7.375,NA,0.237,NA,NA,NA,46.88,64.78,17.659,14.673,9.02,90.98
"FRA","France","1992",7.17,NA,0.233,NA,NA,NA,47.3,64.64,18.039,14.916,9.02,90.98
"FRA","France","1993",6.808,NA,0.227,NA,NA,NA,47.77,64.11,16.945,15.474,9.02,90.98
"FRA","France","1994",6.667,NA,0.215,NA,NA,NA,47.97,63.74,17.417,14.77,9.02,90.98
"FRA","France","1995",6.73,NA,0.208,NA,NA,NA,48.22,63.4,17.796,14.176,9.02,90.98
"FRA","France","1996",6.992,NA,0.2,NA,NA,NA,48.6,63.66,17.71,13.035,9.02,90.98
"FRA","France","1997",6.838,NA,0.193,NA,NA,NA,48.27,63.32,17.073,11.692,9.02,90.98
"FRA","France","1998",7.127,NA,0.19,NA,NA,NA,48.59,63,18.732,10.615,9.02,90.98
"FRA","France","1999",7.067,NA,0.191,NA,NA,NA,48.92,63.23,19.468,10.109,9.131,90.869
"FRA","France","2000",6.929,NA,0.195,NA,NA,NA,49.08,62.93,20.403,9.361,9.131,90.869
"FRA","France","2001",6.965,NA,0.184,NA,NA,NA,48.86,62.71,19.832,9.311,10.913,89.087
"FRA","France","2002",6.845,NA,0.175,NA,NA,NA,49.07,62.94,19.458,9.344,11.693,88.307
"FRA","France","2003",6.906,NA,0.171,NA,NA,NA,50.32,63.06,19.759,9.198,11.732,88.268
"FRA","France","2004",6.882,NA,0.159,NA,NA,NA,50.14,62.94,20.857,8.878,13.923,86.077
"FRA","France","2005",6.877,NA,0.157,NA,NA,NA,50.36,62.07,21.287,8.79,13.923,86.077
"FRA","France","2006",6.67,NA,0.156,NA,NA,NA,50.42,61.86,21.371,9.843,13.923,86.077
"FRA","France","2007",6.46,NA,0.137,NA,NA,NA,50.77,61.69,22.105,8.427,18.192,81.808
"FRA","France","2008",6.309,NA,0.133,NA,NA,NA,50.95,61.67,20.995,9.757,19.565,80.435
"FRA","France","2009",5.974,NA,0.129,NA,NA,NA,51.36,61.77,19.248,9.791,20,80
"FRA","France","2010",6.03,10.097,0.129,8.698,17.565,4.029,51.37,61.58,18.879,9.257,20,80
"FRA","France","2011",5.641,9.85,0.126,7.567,18.087,3.895,51.26,61.23,19.211,9.205,20.13,79.87
"FRA","France","2012",5.651,9.586,0.111,6.794,18.08,3.884,51.5,61.46,17.814,8.974,25.108,74.892
"FRA","France","2013",5.66,9.096,0.107,6.44,16.917,3.932,51.72,61.57,18.274,8.815,25.108,74.892
"FRA","France","2014",5.143,9.431,0.103,7.498,16.957,3.837,51.63,60.98,17.898,8.68,25.73,74.27
"FRA","France","2015",5.194,9.314,0.097,7.091,16.93,3.922,51.63,60.89,16.83,7.595,25.73,74.27
"FRA","France","2016",5.22,9.327,0.092,7.392,16.714,3.874,51.62,60.64,17.026,7.639,25.73,74.27
"FRA","France","2017",5.252,9.907,0.073,9.135,16.655,3.932,51.31,60.38,17.065,7.547,35.351,64.649
"FRA","France","2018",5.011,10.255,0.078,9.486,17.309,3.97,51.43,60.21,17.474,7.802,35.714,64.286
"FRA","France","2019",4.898,10.352,0.086,9.173,17.971,3.911,51.26,59.67,16.647,7.732,36.865,63.135
"FRA","France","2020",4.366,9.692,0.084,7.735,17.484,3.856,50.63,58.81,16.728,7.909,37.189,62.811
"FRA","France","2021",4.754,9.34,0.083,7.315,16.889,3.816,52.25,59.87,18.11,7.909,37.838,62.162
"FRA","France","2022",4.754,9.767,0.084,7.787,17.887,3.626,52.52,60.18,18.052,7.909,36.432,63.568
"GBR","United Kingdom","1990",10.522,NA,0.252,NA,NA,NA,52.44,74.37,19.48,9.532,11.578,88.422
"GBR","United Kingdom","1991",10.624,NA,0.252,NA,NA,NA,52.27,73.79,18.682,9.806,11.578,88.422
"GBR","United Kingdom","1992",10.326,NA,0.247,NA,NA,NA,52.39,73.03,19.635,8.687,11.578,88.422
"GBR","United Kingdom","1993",10.054,NA,0.242,NA,NA,NA,52.47,71.91,18.495,9.097,11.578,88.422
"GBR","United Kingdom","1994",9.934,NA,0.236,NA,NA,NA,52.5,71.54,18.805,9.368,11.578,88.422
"GBR","United Kingdom","1995",9.773,NA,0.233,NA,NA,NA,52.46,71.22,18.436,9.734,11.578,88.422
"GBR","United Kingdom","1996",10.103,NA,0.236,NA,NA,NA,52.89,70.96,19.242,9.75,11.578,88.422
"GBR","United Kingdom","1997",9.66,NA,0.237,NA,NA,NA,53.3,70.88,20.244,9.806,11.578,88.422
"GBR","United Kingdom","1998",9.729,NA,0.239,NA,NA,NA,53.32,70.62,21.435,9.937,11.578,88.422
"GBR","United Kingdom","1999",9.579,NA,0.237,NA,NA,NA,53.78,70.17,22.516,10.389,12.281,87.719
"GBR","United Kingdom","2000",9.669,NA,0.214,NA,NA,NA,54.19,70.21,23.314,10.977,16.981,83.019
"GBR","United Kingdom","2001",9.781,NA,0.211,NA,NA,NA,54.08,69.56,21.698,11.086,17.128,82.872
"GBR","United Kingdom","2002",9.439,NA,0.211,NA,NA,NA,54.64,69.44,22.818,11.477,17.128,82.872
"GBR","United Kingdom","2003",9.583,NA,0.211,NA,NA,NA,54.55,69.69,22.771,11.341,17.29,82.71
"GBR","United Kingdom","2004",9.558,NA,0.206,NA,NA,NA,54.93,69.3,23.204,11.064,17.936,82.064
"GBR","United Kingdom","2005",9.445,NA,0.204,NA,NA,NA,55.39,69.59,22.767,11.046,18.508,81.492
"GBR","United Kingdom","2006",9.339,NA,0.2,NA,NA,NA,55.9,69.91,22.609,10.955,19.256,80.744
"GBR","United Kingdom","2007",9.134,NA,0.196,NA,NA,NA,55.69,69.79,22.102,10.654,19.628,80.372
"GBR","United Kingdom","2008",8.826,NA,0.194,NA,NA,NA,55.97,69.97,19.641,10.523,19.612,80.388
"GBR","United Kingdom","2009",7.938,NA,0.187,NA,NA,NA,56.15,69.35,16.857,10.104,19.768,80.232
"GBR","United Kingdom","2010",8.157,8.547,0.179,2.559,18.797,4.284,56.07,69,16.699,9.532,20.969,79.031
"GBR","United Kingdom","2011",7.422,7.996,0.169,2.419,17.365,4.204,56.2,68.79,16.666,9.054,22.072,77.928
"GBR","United Kingdom","2012",7.64,7.761,0.162,2.419,16.835,4.029,56.41,68.87,16.658,8.31,22.553,77.447
"GBR","United Kingdom","2013",7.428,7.688,0.153,2.419,16.754,3.891,56.76,68.76,17.101,8.36,22.553,77.447
"GBR","United Kingdom","2014",6.774,7.786,0.144,3.193,16.263,3.903,57.02,68.61,18.394,8.459,23.023,76.977
"GBR","United Kingdom","2015",6.477,7.966,0.13,3.174,16.835,3.889,57.2,68.55,18.334,8.391,26.746,73.254
"GBR","United Kingdom","2016",6.084,8.045,0.125,3.153,17.075,3.907,57.49,68.61,17.581,8.513,27.348,72.652
"GBR","United Kingdom","2017",5.863,7.857,0.117,2.734,16.964,3.872,57.79,68.25,16.429,8.519,28.522,71.478
"GBR","United Kingdom","2018",5.716,7.915,0.112,3.298,16.571,3.876,58.03,68.34,16.878,9.209,28.938,71.062
"GBR","United Kingdom","2019",5.462,8.23,0.106,3.298,17.555,3.836,58.46,68.17,16.773,9.224,28.909,71.091
"GBR","United Kingdom","2020",4.865,8.039,0.1,3.298,16.949,3.872,58.78,68.08,17.07,9.842,29.965,70.035
"GBR","United Kingdom","2021",5.164,7.972,0.097,3.298,16.704,3.913,59.1,67.98,18.235,9.842,31.08,68.92
"GBR","United Kingdom","2022",5.164,7.824,0.094,3.298,16.704,3.47,59.1,67.98,18.651,9.842,31.32,68.68
"GEO","Georgia","1990",2.958,NA,NA,NA,NA,NA,NA,NA,NA,37.022,6.926,93.074
"GEO","Georgia","1991",2.982,NA,NA,NA,NA,NA,NA,NA,NA,40.442,6.926,93.074
"GEO","Georgia","1992",2.916,NA,NA,NA,NA,NA,NA,NA,7.271,46.495,6.926,93.074
"GEO","Georgia","1993",1.934,NA,NA,NA,NA,NA,NA,NA,3.361,47.207,6.926,93.074
"GEO","Georgia","1994",1.214,NA,NA,NA,NA,NA,NA,NA,3.069,52.005,6.926,93.074
"GEO","Georgia","1995",0.47,NA,NA,NA,NA,NA,NA,NA,2.62,44.675,6.926,93.074
"GEO","Georgia","1996",0.851,NA,NA,NA,NA,NA,NA,NA,3.154,46.158,6.926,93.074
"GEO","Georgia","1997",0.954,NA,NA,NA,NA,NA,NA,NA,4.926,47.757,6.926,93.074
"GEO","Georgia","1998",1.093,NA,NA,NA,NA,NA,56.8,75.7,5.174,51.143,6.926,93.074
"GEO","Georgia","1999",0.981,NA,NA,NA,NA,NA,58.2,75.31,5.143,52.727,6.926,93.074
"GEO","Georgia","2000",1.055,NA,0.427,NA,NA,NA,55.04,74.74,4.656,52.797,7.234,92.766
"GEO","Georgia","2001",0.899,NA,0.401,NA,NA,NA,58.24,75.9,4.965,45.313,7.234,92.766
"GEO","Georgia","2002",0.824,NA,0.403,NA,NA,NA,56.03,75.77,5.267,43.786,7.234,92.766
"GEO","Georgia","2003",0.929,NA,0.402,NA,NA,NA,57.53,76.08,5.844,42.856,7.234,92.766
"GEO","Georgia","2004",1.071,NA,0.399,NA,NA,NA,56.86,74.12,6.772,50.125,9.362,90.638
"GEO","Georgia","2005",1.266,NA,0.402,NA,NA,NA,55.88,73.55,7.472,45.431,9.362,90.638
"GEO","Georgia","2006",1.549,NA,0.398,NA,NA,NA,53.6,72.2,9.149,44.151,9.362,90.638
"GEO","Georgia","2007",1.629,NA,0.398,NA,NA,NA,55,73.3,8.866,44.493,9.362,90.638
"GEO","Georgia","2008",1.368,NA,0.432,NA,NA,NA,54.19,74.54,9.802,42.479,6,94
"GEO","Georgia","2009",1.592,NA,0.452,NA,NA,NA,54.65,76.42,8.447,43.218,5.109,94.891
"GEO","Georgia","2010",1.618,14.903,0.432,2.767,32.631,9.311,55.81,76.97,8.868,40.971,6.522,93.478
"GEO","Georgia","2011",2.042,15.511,0.425,4.828,32.952,8.754,56.26,78.28,11.102,39.087,6.569,93.431
"GEO","Georgia","2012",2.17,13.457,0.377,4.731,27.327,8.314,57.41,79.85,12.347,35.873,12,88
"GEO","Georgia","2013",2.116,12.579,0.372,3.595,26.199,7.942,56.45,79.72,10.637,33.048,12,88
"GEO","Georgia","2014",2.368,12.645,0.362,3.749,26.542,7.644,57.35,79.82,10.877,29.111,12,88
"GEO","Georgia","2015",2.587,12.005,0.362,3.206,25.316,7.494,58.96,80.19,10.711,29.701,11.333,88.667
"GEO","Georgia","2016",2.67,11.981,0.323,3.203,25.5,7.24,57.83,80.61,12.614,24.99,16,84
"GEO","Georgia","2017",2.697,13.204,0.306,3.55,28.977,7.086,58.2,74.59,13.178,25.569,16,84
"GEO","Georgia","2018",2.667,11.631,0.303,3.51,24.4,6.981,55.58,73.61,12.995,26.211,16,84
"GEO","Georgia","2019",2.887,11.873,0.3,3.419,25.35,6.851,54.52,72.6,12.74,26.467,14.765,85.235
"GEO","Georgia","2020",2.808,10.744,0.277,2.887,22.673,6.673,55,73.05,11.309,27.608,20.667,79.333
"GEO","Georgia","2021",2.942,10.243,0.287,2.68,21.45,6.6,55.48,73.5,11.268,27.608,19.333,80.667
"GEO","Georgia","2022",2.942,10.261,0.283,2.68,21.45,6.653,55.48,73.5,10.932,27.608,19.048,80.952
"GRC","Greece","1990",8.099,NA,0.299,NA,NA,NA,35.26,65.55,20.564,5.118,6.333,93.667
"GRC","Greece","1991",8.026,NA,0.311,NA,NA,NA,29.03,65.35,19.653,4.959,6.333,93.667
"GRC","Greece","1992",8.11,NA,0.285,NA,NA,NA,34.73,64.42,19.992,4.831,6.333,93.667
"GRC","Greece","1993",7.979,NA,0.276,NA,NA,NA,35.09,64.23,20.267,4.585,6.333,93.667
"GRC","Greece","1994",8.117,NA,0.269,NA,NA,NA,35.38,64.68,19.385,4.431,6.333,93.667
"GRC","Greece","1995",8.106,NA,0.26,NA,NA,NA,35.97,64,22.123,4.353,6.333,93.667
"GRC","Greece","1996",8.248,NA,0.252,NA,NA,NA,37.14,64.31,22.404,4.168,6.333,93.667
"GRC","Greece","1997",8.625,NA,0.249,NA,NA,NA,36.6,62.95,21.889,4.047,6.333,93.667
"GRC","Greece","1998",9.015,NA,0.242,NA,NA,NA,39.86,65.15,25.199,4.102,6.333,93.667
"GRC","Greece","1999",8.908,NA,0.238,NA,NA,NA,39.88,64.49,26.001,4.027,6.333,93.667
"GRC","Greece","2000",9.329,NA,0.205,NA,NA,NA,39.84,64.2,26.95,3.849,8.667,91.333
"GRC","Greece","2001",9.516,NA,0.222,NA,NA,NA,36.81,63.08,26.586,3.633,8.667,91.333
"GRC","Greece","2002",9.462,NA,0.216,NA,NA,NA,39.42,63.41,28.454,3.55,8.667,91.333
"GRC","Greece","2003",9.817,NA,0.214,NA,NA,NA,40.02,63.58,29.495,3.554,8.667,91.333
"GRC","Greece","2004",9.85,NA,0.176,NA,NA,NA,41.22,63.56,30.859,3.376,14,86
"GRC","Greece","2005",10.248,NA,0.178,NA,NA,NA,41.45,63.62,31.338,3.211,13,87
"GRC","Greece","2006",10.122,NA,0.177,NA,NA,NA,41.82,63.79,31.941,3.184,13,87
"GRC","Greece","2007",10.327,NA,0.171,NA,NA,NA,41.72,63.63,33.545,3.278,14.667,85.333
"GRC","Greece","2008",10.031,NA,0.174,NA,NA,NA,41.8,63.76,32.338,3.142,14.667,85.333
"GRC","Greece","2009",9.436,NA,0.158,NA,NA,NA,42.86,63.52,28.222,3.173,17.333,82.667
"GRC","Greece","2010",8.823,12.331,0.153,15.427,18.008,3.558,43.49,63.15,22.221,3.431,17.333,82.667
"GRC","Greece","2011",8.588,12.375,0.14,14.488,19.072,3.567,43.29,61.79,19.289,3.766,18.667,81.333
"GRC","Greece","2012",8.336,12.231,0.125,14.044,19.072,3.577,43.56,60.97,16.994,4.312,21,79
"GRC","Greece","2013",7.487,12.251,0.121,14.1,19.072,3.581,43.36,60.69,15.668,4.487,21,79
"GRC","Greece","2014",7.239,12.79,0.119,14.443,20.285,3.642,43.76,59.87,15.9,4.807,21,79
"GRC","Greece","2015",6.933,12.469,0.122,13.424,20.285,3.697,44.33,59.46,14.725,5.363,19.667,80.333
"GRC","Greece","2016",6.638,12.398,0.125,13.267,20.285,3.643,44.44,59.43,15.134,5.347,19.667,80.333
"GRC","Greece","2017",7,11.931,0.129,12.77,19.394,3.628,44.21,59.55,14.04,5.849,18.333,81.667
"GRC","Greece","2018",6.751,10.91,0.128,11.068,18.131,3.532,43.78,59.67,15.75,5.699,18.667,81.333
"GRC","Greece","2019",6.219,10.508,0.122,11.586,16.452,3.485,43.85,59.72,14.309,5.962,20.667,79.333
"GRC","Greece","2020",5.291,10.792,0.119,11.551,17.198,3.626,43.35,58.24,14.099,7.654,21.667,78.333
"GRC","Greece","2021",5.51,11.099,0.119,11.095,18.589,3.613,43.53,58.55,16.042,7.654,21.667,78.333
"GRC","Greece","2022",5.51,10.213,0.12,10.318,16.825,3.496,44.67,60.36,16.223,7.654,21,79
"HRV","Croatia","1990",4.714,NA,0.316,NA,NA,NA,46.12,68.57,NA,11.606,7.179,92.821
"HRV","Croatia","1991",3.506,NA,0.313,NA,NA,NA,46.12,68.57,NA,12.605,7.179,92.821
"HRV","Croatia","1992",3.411,NA,0.288,NA,NA,NA,44.55,64.93,7.871,10.642,7.179,92.821
"HRV","Croatia","1993",3.507,NA,0.28,NA,NA,NA,42.97,61.29,7.62,10.84,7.179,92.821
"HRV","Croatia","1994",3.33,NA,0.27,NA,NA,NA,41.4,57.65,7.618,10.134,7.179,92.821
"HRV","Croatia","1995",3.498,NA,0.28,NA,NA,NA,39.82,54.02,8.47,12.527,7.179,92.821
"HRV","Croatia","1996",3.645,NA,0.273,NA,NA,NA,38.25,50.38,8.401,11.331,7.179,92.821
"HRV","Croatia","1997",3.939,NA,0.265,NA,NA,NA,36.67,46.74,10.818,11.046,7.179,92.821
"HRV","Croatia","1998",4.08,NA,0.247,NA,NA,NA,35.1,43.1,10.679,10.813,7.179,92.821
"HRV","Croatia","1999",4.348,NA,0.247,NA,NA,NA,39.55,50.76,10.527,10.885,7.179,92.821
"HRV","Croatia","2000",4.322,NA,0.19,NA,NA,NA,43.99,58.41,9.096,10.906,16.055,83.945
"HRV","Croatia","2001",4.611,NA,0.196,NA,NA,NA,42.46,62.11,10.114,10.535,16.204,83.796
"HRV","Croatia","2002",4.882,NA,0.189,NA,NA,NA,43.98,59.3,12.241,10.834,16.204,83.796
"HRV","Croatia","2003",5.203,NA,0.186,NA,NA,NA,42.81,58.7,12.655,10.853,16.204,83.796
"HRV","Croatia","2004",5.15,NA,0.158,NA,NA,NA,43.64,59.66,16.005,9.721,21.711,78.289
"HRV","Croatia","2005",5.269,NA,0.158,NA,NA,NA,42.62,57.52,16.432,9.228,21.711,78.289
"HRV","Croatia","2006",5.33,NA,0.154,NA,NA,NA,42.8,56.38,17.618,8.758,21.711,78.289
"HRV","Croatia","2007",5.643,NA,0.157,NA,NA,NA,45.14,61.53,19.076,8.667,20.915,79.085
"HRV","Croatia","2008",5.37,NA,0.156,NA,NA,NA,45.73,61.24,20.191,7.981,20.915,79.085
"HRV","Croatia","2009",4.976,NA,0.142,NA,NA,NA,46.7,60.16,16.728,9.006,23.529,76.471
